voltage,current,temperature,irradiance,power,fault_type
32.247240713084175,9.401428612819831,28.247915185359673,929.597545259111,292.74164412257466,NORMAL
30.935967122017217,7.616167224336399,30.126466040849092,930.3345035229627,240.51596965473786,NORMAL
30.123506965774816,9.43981970432399,29.654196971205906,813.7017332034828,275.31283428517594,NORMAL
31.1004270591206,8.108484485919075,25.34659004285133,879.5835055926348,246.91260250710855,NORMAL
33.67111736833428,7.778987721304084,22.090025079493053,859.9085529881075,260.77656193021045,NORMAL
34.71105576835808,7.899347564316719,25.19928213779056,927.7243706586128,261.758604816153,NORMAL
33.64526911140863,7.841048247374583,18.910722301793914,1034.665661176,276.0982116226136,NORMAL
34.85038408869877,8.109227538346742,19.367409596089374,955.2699079536471,280.91834582870723,NORMAL
30.732229409068673,8.490353820222541,18.481439295613058,1022.7961206236346,254.63340769915496,NORMAL
33.97513370612389,8.123422152178822,25.280952296489353,914.0130838029838,267.2965146824422,NORMAL
35.817507766587354,9.050265646722229,31.15298518189865,1018.4482051282946,327.331465833589,NORMAL
35.5312454101387,7.676985004103839,20.74376007386803,763.5681866731614,268.0083240484135,NORMAL
32.332063738136895,8.042698063547792,29.60232512812701,857.0259980080768,254.34051254806508,NORMAL
33.25617649894949,7.781848449949525,29.230757730556554,772.3651931039312,271.3948929144938,NORMAL
34.63346861577995,7.897431363068344,18.077309639730434,994.6384285364502,279.1733090260998,NORMAL
34.37404300824592,9.042540693371892,19.036625124277265,857.5397185632818,298.88879127665297,NORMAL
35.17862055525356,8.746596253655117,22.63257234793709,769.067505085807,301.87724550325055,NORMAL
31.95109993216048,8.959212356676128,26.925804598972984,1016.1638227728979,285.4613229680366,NORMAL
30.71756547562981,8.92648957444599,28.650990680636564,918.3831592708489,281.62994880283634,NORMAL
32.962773578186344,8.545465658763987,23.985574257019696,757.6257380232286,270.6372471356306,NORMAL
30.188575114120404,8.77282082252756,22.40098373506857,902.5712073494108,275.632908486957,NORMAL
31.49575337489325,8.320765846071259,28.577715939602683,818.6394496474868,250.98275270363806,NORMAL
31.73850871748261,7.822442574508009,31.01576713279602,992.436113869325,251.5847124158998,NORMAL
35.228763541126305,9.107344153798229,20.6119808244045,1017.7676995469933,322.102732035009,NORMAL
34.844640930984376,9.292182599846987,22.452048649606095,783.0155773583031,314.9737755921919,NORMAL
32.56264673175754,9.136029531844986,30.05022816558881,752.0856391593572,297.81302722970133,NORMAL
32.50446601889267,7.944215620941461,19.678115142671558,851.2845514210884,269.65941121032904,NORMAL
31.939217592124532,8.537581243486732,27.842265424532492,859.0888807137882,285.5483917881103,NORMAL
35.77468376965267,8.00356459165073,24.961479082493398,840.2634929450309,280.1644379173095,NORMAL
30.221321684127197,8.719128667959794,25.03750632520406,765.4436253749968,257.6708470959616,NORMAL
35.449595315799925,7.979123781333945,20.028528209277123,896.8358280832689,296.59365794148687,NORMAL
31.452331629069004,8.844271094811758,28.662674614602047,821.2912631977199,284.5213089273174,NORMAL
32.20669879631552,8.764611661187159,26.869415950652524,910.7324052224276,270.7139399232911,NORMAL
35.01181497353543,8.141560129943471,20.61125914559796,762.2325424664292,287.64170745401975,NORMAL
34.065386171053696,7.533175657855712,25.169302816189933,817.9487325593814,260.34596983526654,NORMAL
31.046198574029948,8.881875476204932,23.414294848207525,1031.0189966210203,265.7531652474635,NORMAL
32.04639810630155,7.726947042481179,30.94571065589988,1013.2018060142943,241.62695178046533,NORMAL
33.95990427620507,9.134444400402431,25.772811362392474,908.8951735068019,302.1969901236542,NORMAL
30.558616606835397,9.294431515906654,30.605852800286627,939.9304371819803,279.45301340795197,NORMAL
32.09525744767596,8.951911357740478,30.559543639336077,1016.1259272795352,295.35511312587016,NORMAL
33.85218987692573,7.668279929990097,20.262801997324594,1019.5662565581238,262.350839619388,NORMAL
30.055182309699777,7.702943085732064,27.28902476751278,751.5184751538656,223.66061203475115,NORMAL
33.29240273619952,8.883790395385386,27.127457633036407,817.2807928381679,302.03819819315544,NORMAL
31.4234945249808,8.150799396318536,28.450879671652338,944.8898697141644,265.0711406885994,NORMAL
33.94567735380206,8.636617206670943,19.311446749593294,860.31474091783,286.2921222606132,NORMAL
31.463937860274502,9.44602110950489,23.503368145334647,1017.613966553134,301.1065794839328,NORMAL
34.76886782124989,8.505274186210384,26.07665438476903,897.7553081456592,286.7065175728271,NORMAL
34.33471269156903,8.061544724881712,18.340423530040354,943.6416887721504,267.8535419335295,NORMAL
35.642751506117484,9.407857154005175,30.80810146308628,861.0476100766333,319.07411323298754,NORMAL
35.56991137552635,8.356368296634628,31.533167466611374,1039.085993126776,307.7279661569595,NORMAL
31.766693352417516,8.270195457203851,29.915913401235997,845.0766015468832,254.03378347791613,NORMAL
33.3408075747501,9.372309548321562,27.74441715344962,921.0183510268095,299.8929253874293,NORMAL
33.69004336019502,9.480107700208526,19.961176213311337,905.498895709121,331.4379783744205,NORMAL
34.44461170652523,8.894031481990536,27.834777175819532,857.8473453659266,300.0281168975932,NORMAL
34.85616693287108,9.120226789358362,30.13901246012145,1023.9721657669413,318.2567179255749,NORMAL
33.0090977681232,9.09659035793355,27.09949503088871,960.590063177311,309.15201408002247,NORMAL
35.3400320509054,8.175990313703071,23.258161336959216,778.1945819522607,291.2015842472977,NORMAL
30.215653642780453,8.43119603626492,25.597024885906073,835.9623756384854,257.0681137737676,NORMAL
30.183001499634297,7.574696377498428,29.516407849235215,858.0571924233789,220.10066581422737,NORMAL
33.133459560328824,9.039987106197222,21.021494384955805,936.8671427457001,287.10612373151554,NORMAL
30.310090327011647,8.562709263136297,25.568891702541492,941.2289704494619,265.4043863543284,NORMAL
35.855112476775204,8.53260069660239,22.521390621177446,988.5558584306111,298.9262601442849,NORMAL
32.63382852423382,7.656912762684532,18.354910407816405,1038.7945244033776,258.2696604899143,NORMAL
34.17584523656219,8.31790588882854,20.42612048099184,796.9311128013259,277.1715826418648,NORMAL
33.295359988236726,8.929191845400124,27.242763274048237,833.9801690837828,310.8238315706885,NORMAL
34.42738150017461,8.608708105022801,26.564090447280932,875.880018728337,288.8986483396104,NORMAL
32.13583607190757,9.015692220928738,18.201508840816583,784.8217921520749,276.5732867821821,NORMAL
30.24437281391382,9.210921168022015,27.85121003132033,892.2521487261976,267.37505677959774,NORMAL
32.949695250701,8.446943541561131,20.42482617874021,880.1554947713919,275.4993564767924,NORMAL
33.695100588313295,8.770187301735287,18.634256136808624,862.3837843879413,299.2316591724738,NORMAL
33.018817551480524,9.212979682376645,27.22171084266523,798.880328124429,291.1383237349994,NORMAL
33.85451566923789,7.553022621083244,26.200858137828487,1032.0690724274873,257.6338270099285,NORMAL
32.32901955723913,8.786576436884706,24.415540466881232,913.6850367947804,296.60171269726237,NORMAL
32.31661582680464,9.422381127647828,30.674908987384892,808.7373404367889,291.38654546509537,NORMAL
30.60466800826456,7.5364436513031,19.322201450582998,954.902032024907,220.75980682598666,NORMAL
31.91385378176257,9.18975062193891,18.325807100301564,994.3405447766808,286.8825866722411,NORMAL
30.708988965729937,8.893474330728301,26.805199854918378,1013.2416040581159,279.5296210834596,NORMAL
34.82088558230909,8.064069145142613,20.48415361291612,975.1844254922576,289.41388803328397,NORMAL
35.94303085200404,8.325235353822853,23.208253201098962,982.9238882225991,294.4704887856559,NORMAL
35.58454395362139,9.216825503686024,24.00591638325026,975.2613203374492,336.324941163867,NORMAL
30.618743213015595,9.305105813359134,25.07353321427,997.9372398323225,279.7836670369014,NORMAL
35.3731393709772,8.278403357468326,18.15172712072418,1021.6145929257791,280.8646361450665,NORMAL
31.91588182554249,9.40012393410161,31.308500057125784,922.0313664369858,303.96853560479445,NORMAL
32.69067313186992,8.08642154339613,22.601303635178823,951.7555368231115,271.02209838820124,NORMAL
34.74947426235509,9.079236285589108,19.276885442681664,898.3260914107744,301.5397245711973,NORMAL
33.297173293942414,8.383061002746754,30.427858558616197,855.2745037656236,268.4433409883865,NORMAL
30.857950092317015,9.023021263434945,26.655052886427654,780.336802836837,266.85214495548314,NORMAL
34.20581478875472,7.6455260127283875,29.506040830064986,961.8726681469489,250.5728194968082,NORMAL
30.50902628451115,9.47327915700235,23.239791140585684,861.1926441200673,298.06107224758085,NORMAL
35.68349146430315,9.472002127645741,28.547294593625182,862.8778756592748,323.9166767361641,NORMAL
